Component ID,Component Type,Component Age,Component Specifications,Maintenance Activity,Maintenance Duration,Temperature,Vibration,Pressure,Voltage,Failure Causes,Humidity,Failure History,Maintenance Cost,Rainfall,Mean Time to Repair
C759,Belt,7,50 mm,"['c3', 'p2']",7,26.7,0.2,1016,24,Fatigue,65,"['F2', 'F3', 'F4']",11196,0.1,3
C760,Capacitor,6,5000 µF,['p3'],4,35.2,0.3,1013,24,Mechanical Faults,59,"['F1', 'F3', 'F4']",7554,0.1,9
C761,Component Type,5,,"['p1', 'p2', 'c3']",8,30.6,0.5,1011,24,Corrosion,61,"['F3', 'F4']",7398,0.7,9
C762,Wheelset,5,,['p1'],5,25.4,0.5,1014,24,Wear and Tear,65,"['F1', 'F2', 'F3', 'F4']",5155,0.6,5
C763,Track,10,Standard Gauge,"['p2', 'p1']",2,37.8,0.1,1011,24,Overloading,59,"['F1', 'F2', 'F4']",5526,0.3,6
C764,Cylinder,1,100 mm,['c3'],4,37.8,0.3,1017,24,Lack of Lubrication,56,"['F3', 'F4']",10463,0.1,4
C765,Track,5,Broad Gauge,['c3'],4,27.8,0.4,1019,24,Mechanical Faults,58,"['F1', 'F2', 'F3', 'F4']",9510,0.4,1
C766,Throttle,6,,"['c2', 'c3', 'p1']",5,31.5,0.1,1015,24,Overloading,63,"['F3', 'F4']",6594,0.6,3
C767,Clutch,8,,"['p3', 'c2', 'c1']",7,35.8,0.5,1018,24,Mechanical Faults,64,['F3'],10709,0.7,4
C768,Battery,9,48 V,"['c1', 'c2', 'c3']",6,37.6,0.5,1016,24,Fatigue,56,"['F1', 'F2', 'F3', 'F4']",9613,0.9,6
C769,Coupler,8,Automatic,['p2'],3,31.2,0.3,1019,24,Overloading,58,"['F1', 'F2', 'F3', 'F4']",6302,0.4,3
C770,Axle,4,1.5m,['c2'],8,23.6,0.3,1014,24,Fatigue,65,['F4'],10569,0.1,7
C771,Charger,4,100 V AC,"['c1', 'p2', 'p1']",6,26,0.3,1010,24,Electrical Faults,61,"['F1', 'F2', 'F3', 'F4']",11946,0.9,2
C772,Circuit Breaker,8,Magnetic,"['p2', 'c3']",3,32,0.3,1016,24,Mechanical Faults,63,"['F1', 'F2']",10107,0.1,10
C773,Shaft,1,Alloy Steel,['p2'],3,24.4,0.1,1016,24,Mechanical Faults,64,"['F3', 'F4']",5537,0.8,4
C774,Gear,6,Alloy Steel,['c3'],2,38.8,0.1,1020,24,Wear and Tear,59,['F3'],11198,0.6,10
C775,Relay,1,Electromagnetic,"['c2', 'c1', 'p1']",6,25.4,0.1,1016,24,Overloading,62,"['F1', 'F2', 'F3', 'F4']",10015,0.4,4
C776,Filter,8,,['c1'],5,31.9,0.2,1010,24,Wear and Tear,62,"['F3', 'F4']",9724,0.5,3
C777,Circuit Breaker,8,Magnetic,"['c1', 'p3']",3,37.1,0.4,1010,24,Overloading,61,"['F1', 'F3']",8184,0.3,4
C778,Relay,9,Electrical,"['c1', 'p2', 'p3']",2,36.4,0.5,1013,24,Electrical Faults,62,"['F1', 'F2', 'F3', 'F4']",7063,0.4,2
C779,Wheelset,7,,['c2'],5,25,0.5,1017,24,Corrosion,61,"['F1', 'F2', 'F3', 'F4']",9351,0.4,5
C780,Gear,10,Stainless Steel,['p3'],5,26.2,0.2,1018,24,Overloading,63,['F2'],10799,0.6,4
C781,Wheels,1,Steel,"['p1', 'c3']",3,24,0.2,1013,24,Wear and Tear,56,"['F1', 'F3', 'F4']",11825,0.8,3
C782,Inverter,5,500 V,"['c1', 'c3', 'p2']",5,27.9,0.3,1020,24,Electrical Faults,62,"['F1', 'F2', 'F3', 'F4']",11990,0.9,7
C783,Roller,2,100 mm diamter,"['c3', 'p2', 'c2']",1,36.9,0.3,1012,24,Overloading,64,"['F3', 'F4']",11191,0.7,10
C784,Roller,6,80 mm diameter,"['p1', 'c3']",6,24.7,0.5,1020,24,Wear and Tear,62,['F3'],8517,0.2,8
C785,Cooling Fan,1,1000 RPM,"['p1', 'c3', 'p2']",2,38.9,0.4,1016,24,Overloading,56,"['F1', 'F3', 'F4']",8581,0.5,4
C786,Valve,3,Solenoid Valve,"['c1', 'c2', 'c3']",5,36.3,0.2,1015,24,Overloading,59,"['F1', 'F2', 'F3', 'F4']",5766,0.5,6
C787,Bogie,8,200 tons,['p3'],2,36.6,0.2,1019,24,Mechanical Faults,55,"['F1', 'F3']",7506,0.3,4
C788,Fuse,9,100 A,"['c1', 'c2']",1,27.9,0.1,1015,24,Mechanical Faults,61,"['F1', 'F2', 'F4']",6987,0.2,5
C789,Gear,4,Stainless Steel,"['c3', 'c1', 'p3']",8,23.6,0.4,1016,24,Lack of Lubrication,64,"['F1', 'F2', 'F3']",5455,0.9,1
C790,Coupler,7,Automatic,['p2'],7,32.6,0.5,1014,24,Fatigue,63,"['F2', 'F3', 'F4']",7324,0.2,9
C791,Filter,7,,"['c2', 'c1', 'c3']",1,27.8,0.1,1020,24,Mechanical Faults,60,"['F1', 'F2', 'F3', 'F4']",7954,0.2,3
C792,Transformer,3,3000 KVA,"['c3', 'c2', 'p3']",1,33.8,0.2,1010,24,Fatigue,56,"['F1', 'F2', 'F4']",7551,0.7,2
C793,Bearings,2,Lubricated Bearings,"['p1', 'c1']",2,32.1,0.3,1017,24,Mechanical Faults,62,['F1'],5190,0.8,8
C794,Bogie,1,200 tons,"['p3', 'p2', 'c1']",4,34.6,0.4,1019,24,Mechanical Faults,66,['F3'],8737,0.5,9
C795,Circuit Breaker,6,Thermal,['c1'],2,35.6,0.2,1011,24,Fatigue,65,"['F2', 'F4']",9420,0.7,6
C796,Clutch,10,,['p1'],7,39.5,0.1,1018,24,Fatigue,65,"['F1', 'F3']",9374,0.1,4
C797,Horn,1,200 db,['c1'],2,34.7,0.5,1015,24,Mechanical Faults,55,"['F1', 'F2', 'F3', 'F4']",7815,0.5,7
C798,Gasket,10,Sterlant,"['p1', 'c1']",7,33.8,0.1,1010,24,Corrosion,65,"['F1', 'F3', 'F4']",5407,0.5,5
C799,Battery,7,48 V,"['c1', 'c2', 'p1']",8,26.4,0.1,1014,24,Lack of Lubrication,62,"['F1', 'F3']",11946,0.3,10
C800,Engine,3,Petrol Engine,"['c3', 'p1']",3,24,0.1,1016,24,Fatigue,60,"['F1', 'F2', 'F3']",9480,0.3,8
C801,Resistor,2,10 ohms,['p3'],2,25.8,0.1,1014,24,Lack of Lubrication,64,"['F1', 'F2', 'F3', 'F4']",5386,0.7,4
C802,Lighting,9,LED 6000 luminious flux,"['p2', 'p3']",8,37.7,0.1,1017,24,Fatigue,57,"['F1', 'F2', 'F3', 'F4']",11729,0.6,5
C803,Axle,3,0.5 m,['c3'],8,24.4,0.3,1012,24,Overloading,57,"['F1', 'F2', 'F4']",5910,0.4,8
C804,Clutch,1,Friction Clutch,"['c2', 'c1']",2,23.9,0.5,1010,24,Corrosion,62,['F3'],8074,0.5,5
C805,Clutch,10,Friction Clutch,"['c1', 'c2', 'p1']",6,36.1,0.5,1018,24,Overloading,56,['F4'],6565,0.4,10
C806,Switch,4,,"['p2', 'c1', 'c3']",7,30.2,0.5,1014,24,Wear and Tear,58,['F2'],7605,0.9,6
C807,Pantograph,5,Silver,"['p2', 'c3']",7,31.9,0.1,1013,24,Wear and Tear,66,['F1'],9875,0.3,2
C808,Switch,6,Toggle,"['p1', 'p2', 'c1']",8,32.9,0.1,1019,24,Fatigue,62,['F3'],11513,0.9,3
C809,Filter,6,Air Filter,['p2'],7,38.8,0.4,1018,24,Overloading,57,"['F1', 'F3']",9365,0.7,3
C810,Battery,5,,['c3'],1,30.7,0.4,1016,24,Corrosion,58,['F2'],9906,0.9,4
C811,Brakes,1,Disc Brakes,"['c2', 'p3', 'p2']",3,30.1,0.4,1019,24,Fatigue,58,"['F2', 'F3', 'F4']",8927,0.6,9
C812,Motor,8,20 kW,"['p1', 'c2']",1,29.4,0.2,1014,24,Lack of Lubrication,61,"['F1', 'F2', 'F3', 'F4']",8358,0.7,7
C813,Controller,9,48 V,"['p2', 'c2']",8,31,0.1,1010,24,Overloading,62,"['F1', 'F2']",8535,0.5,4
C814,Brakes,8,Hydraulic Brakes,['p3'],5,25.8,0.1,1016,24,Fatigue,63,"['F1', 'F4']",5202,0.6,2
C815,Clutch,8,Friction Clutch,"['c3', 'p1']",4,38.1,0.2,1013,24,Mechanical Faults,59,"['F1', 'F2', 'F3', 'F4']",11086,0.3,8
C816,Bearings,5,Ball Bearings,['p2'],5,33.7,0.5,1015,24,Lack of Lubrication,55,"['F1', 'F2', 'F3']",8975,0.7,1
C817,Circuit Breaker,4,Thermal,"['p2', 'c1', 'c3']",6,38.6,0.1,1020,24,Wear and Tear,62,"['F1', 'F2']",7536,0.1,3
C818,Relay,4,Magnetic,"['c3', 'c1']",8,34,0.2,1015,24,Corrosion,65,['F4'],8138,0.2,3
C819,Throttle,1,,"['p2', 'p1']",5,25.4,0.3,1011,24,Electrical Faults,64,['F2'],11271,0.3,3
C820,Bearings,3,Lubricated Bearings,"['c1', 'c2', 'p3']",3,29.7,0.5,1014,24,Mechanical Faults,57,"['F1', 'F3', 'F4']",6916,0.6,8
C821,Seal,3,Carbon,['p1'],4,38.2,0.4,1020,24,Electrical Faults,57,['F4'],8277,0.5,8
C822,Clutch,2,,"['c2', 'c1', 'p2']",7,34.9,0.3,1019,24,Mechanical Faults,56,"['F2', 'F4']",6026,0.9,9
C823,Charger,7,100 V AC,['c1'],8,31,0.5,1014,24,Mechanical Faults,55,"['F1', 'F3', 'F4']",11204,0.7,2
C824,Track,8,Narrow Gauge,"['c1', 'p1']",2,24.9,0.1,1019,24,Lack of Lubrication,62,"['F1', 'F2', 'F3']",10596,0.4,3
C825,Bogie,5,200 tons,"['p2', 'c2']",1,38.5,0.1,1010,24,Overloading,64,"['F1', 'F3', 'F4']",9488,0.4,8
C826,Horn,8,120 db,"['c2', 'c3', 'p2']",8,28.3,0.3,1010,24,Mechanical Faults,63,['F3'],6653,0.2,5
C827,Seal,10,Silicon,['p1'],5,36.3,0.3,1012,24,Corrosion,56,['F4'],11142,0.8,1
C828,Coupling Rod,2,Carbon Steel,['c2'],1,24.4,0.5,1015,24,Fatigue,58,"['F1', 'F3', 'F4']",10030,0.7,10
C829,Charger,5,100 V AC,"['c2', 'p2', 'c1']",8,38.5,0.2,1020,24,Wear and Tear,64,"['F1', 'F4']",5453,0.4,3
C830,Valve,10,Pressure Valve,"['c2', 'p2']",2,29.6,0.5,1012,24,Electrical Faults,55,"['F1', 'F2', 'F3']",9742,0.5,3
C831,Switch,4,,"['p2', 'c3']",2,36.5,0.2,1016,24,Fatigue,62,"['F2', 'F3']",9703,0.4,7
C832,Bearings,1,Lubricated Bearings,"['p3', 'c3', 'c2']",7,25.2,0.3,1017,24,Lack of Lubrication,60,"['F1', 'F3', 'F4']",7866,0.9,8
C833,Clutch,2,Friction Clutch,['c1'],5,30.9,0.1,1010,24,Overloading,59,['F4'],10878,0.1,2
C834,Brake Pad,1,Composite,"['c3', 'c1']",7,29.1,0.1,1017,24,Corrosion,64,"['F1', 'F2', 'F3', 'F4']",5850,0.7,9
C835,Fuse,8,100 A,"['p3', 'c3', 'p1']",2,34.2,0.3,1018,24,Overloading,58,"['F1', 'F2', 'F3', 'F4']",9942,0.8,7
C836,Doors,2, Steel,['p3'],3,26.5,0.1,1013,24,Corrosion,55,"['F2', 'F3']",9323,0.2,7
C837,Component Type,5,,['p2'],6,30.6,0.2,1011,24,Fatigue,61,['F3'],10086,0.8,2
C838,Belt,8,150 mm,['p2'],5,34.7,0.3,1010,24,Corrosion,63,"['F1', 'F2', 'F3', 'F4']",7149,0.3,7
C839,Controller,7,24 V,"['c1', 'p3', 'p1']",6,33.2,0.4,1015,24,Mechanical Faults,66,"['F2', 'F4']",9641,0.2,6
C840,Belt,6,50 mm,"['c2', 'p1', 'c3']",3,34.4,0.2,1019,24,Corrosion,63,"['F2', 'F3', 'F4']",6924,0.5,10
C841,Cooling Fan,4,1000 RPM,['p1'],5,34.6,0.5,1016,24,Fatigue,64,"['F2', 'F3', 'F4']",10085,0.2,4
C842,Seal,9,Silicon,['c2'],6,25.6,0.2,1018,24,Wear and Tear,64,"['F1', 'F2', 'F3', 'F4']",8818,0.7,7
C843,Engine,4,Petrol Engine,"['p2', 'c1']",1,38.5,0.4,1017,24,Mechanical Faults,57,"['F2', 'F3', 'F4']",6218,0.4,10
C844,Transformer,6,3000 KVA,['p3'],7,29.9,0.2,1019,24,Wear and Tear,55,"['F1', 'F2', 'F3', 'F4']",10803,0.6,9
C845,Engine,7,500 HP,['p1'],7,33.2,0.2,1010,24,Electrical Faults,61,"['F1', 'F3', 'F4']",7666,0.8,3
C846,Bearings,5,Lubricated Bearings,"['c2', 'c3', 'p1']",8,27,0.3,1012,24,Mechanical Faults,60,"['F1', 'F2']",6328,0.4,9
C847,Relay,3,Electrical,"['c1', 'c2']",2,28.2,0.5,1018,24,Electrical Faults,61,"['F2', 'F3']",8399,0.1,7
C848,Lighting,3,LED 5000 luminious flux,['p3'],6,35.8,0.5,1018,24,Electrical Faults,64,['F3'],5831,0.9,8
C849,Brakes,1,Disc Brakes,['p3'],4,37.5,0.2,1012,24,Wear and Tear,60,"['F1', 'F2', 'F3', 'F4']",5502,0.4,4
C850,Valve,2,Pressure Valve,"['c2', 'p2']",8,28.9,0.4,1010,24,Mechanical Faults,62,"['F1', 'F3']",10048,0.5,1
C851,Seal,10,Silicon,"['c3', 'c1', 'p2']",7,28.3,0.3,1017,24,Mechanical Faults,66,['F3'],6627,0.3,4
C852,Circuit Breaker,10,Thermal,['p1'],8,26.5,0.4,1020,24,Electrical Faults,63,"['F1', 'F2', 'F3', 'F4']",7195,0.8,4
C853,Track,5,Broad Gauge,['p1'],1,36.5,0.4,1017,24,Wear and Tear,59,['F2'],5334,0.4,2
C854,Battery,1,48 V,"['p1', 'c2', 'c3']",3,31.9,0.4,1012,24,Electrical Faults,63,"['F1', 'F2']",6956,0.8,5
C855,Cylinder,7,100 mm,"['c2', 'c1']",7,28.8,0.1,1015,24,Corrosion,56,"['F1', 'F2', 'F3', 'F4']",11997,0.9,3
C856,Component Type,10,,"['c3', 'p1', 'c2']",7,32.9,0.1,1014,24,Mechanical Faults,62,"['F1', 'F3', 'F4']",11010,0.7,4
C857,Component Type,7,,"['c2', 'p3']",5,29.9,0.2,1016,24,Fatigue,62,"['F2', 'F3']",8160,0.1,8
C858,Doors,10,Aluminium,['p2'],6,33.7,0.3,1012,24,Fatigue,61,['F1'],11153,0.4,3
C859,Bogie,10,300 tons,"['p3', 'p1', 'c2']",4,39.4,0.5,1019,24,Mechanical Faults,60,['F4'],7905,0.5,9
C860,Charger,2,100 V AC,"['p1', 'p3']",2,24.7,0.4,1014,24,Lack of Lubrication,59,"['F2', 'F3', 'F4']",9448,0.5,8
C861,Relay,5,Magnetic,['c1'],4,39.7,0.2,1011,24,Electrical Faults,66,['F3'],9426,0.7,6
C862,Resistor,3,100 ohms,"['p2', 'c2']",2,27.9,0.2,1012,24,Lack of Lubrication,65,"['F2', 'F4']",6301,0.6,5
C863,Shaft,4,Stainless Steel,['p1'],6,25.8,0.4,1019,24,Overloading,60,"['F1', 'F2', 'F4']",7160,0.4,10
C864,Alternator,9,200 KVA,"['c1', 'p2']",3,33.3,0.4,1013,24,Mechanical Faults,64,"['F1', 'F4']",11507,0.3,9
C865,Circuit Breaker,6,Thermal,"['p1', 'c1', 'p3']",4,38.2,0.1,1019,24,Lack of Lubrication,62,['F2'],5854,0.6,5
C866,Lighting,2,LED 6000 luminious flux,"['p3', 'p1']",8,32,0.3,1018,24,Overloading,55,"['F1', 'F2', 'F4']",5252,0.5,5
C867,Belt,5,100 mm,"['p1', 'p2']",6,29.7,0.2,1011,24,Corrosion,65,"['F1', 'F2', 'F4']",8269,0.5,4
C868,Fuse,8,,['c2'],6,31.7,0.3,1010,24,Fatigue,57,"['F1', 'F2', 'F4']",7362,0.8,1
C869,Pantograph,1,Copper,['c1'],4,25.1,0.1,1019,24,Corrosion,58,['F2'],10601,0.1,2
C870,Shaft,3,Stainless Steel,"['c3', 'p3']",6,39.4,0.5,1014,24,Corrosion,66,"['F2', 'F3', 'F4']",6472,0.4,3
C871,Sensors,5,Temperature,['p2'],8,26.4,0.2,1016,24,Mechanical Faults,60,"['F1', 'F4']",6743,0.7,7
C872,Axle,3,0.5 m,"['c3', 'p2', 'c1']",1,33.3,0.1,1020,24,Electrical Faults,56,['F2'],6153,0.4,7
C873,Air Compressor,10,2000 l,"['p1', 'c1']",6,29.9,0.2,1020,24,Wear and Tear,64,"['F1', 'F2', 'F3', 'F4']",6143,0.3,1
C874,Axle,3,0.5 m,"['c1', 'p3', 'p2']",6,28.5,0.5,1019,24,Corrosion,61,"['F1', 'F2', 'F3', 'F4']",10943,0.8,4
C875,Throttle,8,,"['c3', 'p1', 'p2']",4,24.2,0.1,1010,24,Corrosion,57,['F1'],8998,0.9,4
C876,Doors,9,Aluminium,"['p1', 'p2', 'c3']",2,29.1,0.1,1019,24,Lack of Lubrication,62,"['F2', 'F3', 'F4']",11271,0.4,1
C877,Cylinder,10,100 mm,"['p2', 'c1']",8,24.7,0.4,1016,24,Overloading,64,"['F2', 'F3', 'F4']",11810,0.5,6
C878,Wheelset,1,Steel,['p1'],3,28.1,0.5,1017,24,Lack of Lubrication,66,"['F1', 'F2', 'F3', 'F4']",8965,0.7,2
C879,Valve,3,Solenoid Valve,['p3'],8,25.5,0.4,1011,24,Wear and Tear,56,"['F1', 'F3']",11061,0.4,8
C880,Switch,6,,['p3'],3,39.2,0.1,1015,24,Wear and Tear,62,"['F1', 'F3']",11234,0.8,10
C881,Doors,10,Iron,['c1'],1,26.3,0.5,1015,24,Electrical Faults,60,"['F1', 'F2', 'F4']",8110,0.7,10
C882,Gasket,8,Sterlant,"['p1', 'p2', 'c1']",1,34.3,0.2,1013,24,Electrical Faults,62,"['F1', 'F2']",8927,0.1,2
C883,Component Type,3,,"['c3', 'c2', 'c1']",8,34.7,0.5,1019,24,Corrosion,56,"['F1', 'F2', 'F3']",7043,0.2,7
C884,Sensors,8,Vibration,"['c3', 'p1']",1,23.4,0.1,1013,24,Mechanical Faults,59,"['F1', 'F3']",11647,0.4,7
C885,Signaling,5,24 V,['c3'],6,25.9,0.5,1018,24,Electrical Faults,55,"['F1', 'F2', 'F3', 'F4']",10286,0.2,6
C886,Panel,1,IP63,['c1'],8,28.9,0.2,1018,24,Fatigue,65,"['F1', 'F3', 'F4']",9700,0.3,2
C887,Transformer,9,5000 KVA,['c1'],1,29,0.2,1019,24,Overloading,55,"['F3', 'F4']",8519,0.2,9
C888,Clutch,4,Friction Clutch,"['c1', 'c2']",3,26.3,0.2,1011,24,Fatigue,60,"['F2', 'F3', 'F4']",11305,0.4,6
C889,Air Compressor,6,1000 l,['c2'],3,29.8,0.1,1016,24,Fatigue,63,['F4'],10576,0.8,5
C890,Coupling Rod,9,Stainless Steel,"['p2', 'c1', 'p1']",5,39,0.3,1019,24,Corrosion,62,['F4'],8299,0.2,10
C891,Track,1,Broad Gauge,['p3'],1,26.7,0.5,1011,24,Corrosion,62,"['F1', 'F2', 'F3', 'F4']",6511,0.9,10
C892,Wheelset,1,,"['c2', 'c3', 'p3']",6,38.1,0.5,1010,24,Corrosion,61,"['F1', 'F3', 'F4']",11867,0.4,5
C893,Transformer,10,5000 KVA,"['c1', 'p2']",3,39.3,0.3,1015,24,Wear and Tear,63,"['F1', 'F2', 'F3', 'F4']",7949,0.9,7
C894,Panel,1,,['c2'],2,34,0.5,1020,24,Corrosion,60,"['F1', 'F3']",11522,0.8,2
C895,Chain,1,30.2 mm,"['p2', 'c3']",3,31,0.2,1011,24,Fatigue,59,"['F1', 'F2', 'F4']",8718,0.7,5
C896,Motor,1,20 kW,['c2'],1,36.4,0.2,1012,24,Lack of Lubrication,59,['F2'],5425,0.8,3
C897,Brake Pad,8,Composite,['p2'],8,34.6,0.4,1010,24,Electrical Faults,58,['F2'],10171,0.2,6
C898,Air Compressor,6,2000 l,"['c2', 'p3']",5,35,0.2,1015,24,Overloading,56,['F4'],7502,0.2,2
C899,Filter,2,Air Filter,"['p2', 'c3', 'p1']",7,27.8,0.5,1012,24,Fatigue,63,"['F1', 'F2', 'F3']",9002,0.4,7
C900,Heat Exchanger,4,Cooling capacity 6000 BTU,['c1'],4,39.2,0.5,1017,24,Lack of Lubrication,58,"['F1', 'F4']",6813,0.2,5
C901,Component Type,7,,"['p3', 'p2']",8,28.1,0.3,1019,24,Overloading,59,['F3'],9778,0.6,7
C902,Bearings,1,Ball Bearings,['p2'],7,34.5,0.2,1019,24,Mechanical Faults,65,"['F2', 'F3', 'F4']",7756,0.1,2
C903,Chain,10,30.2 mm,"['p1', 'c2']",5,31.5,0.4,1011,24,Overloading,59,"['F1', 'F2', 'F3', 'F4']",6774,0.6,4
C904,Pump,3,1000 l/m,['p2'],4,31.5,0.3,1013,24,Overloading,62,"['F1', 'F2', 'F4']",8986,0.2,3
C905,Capacitor,7,5000 µF,"['c3', 'p2']",7,26.4,0.2,1012,24,Electrical Faults,65,['F2'],10066,0.6,7
C906,Lighting,8,LED 5000 luminious flux,"['p3', 'c2']",7,27.9,0.1,1020,24,Wear and Tear,64,"['F1', 'F2', 'F4']",8620,0.7,10
C907,Coupler,4,Manual,"['p3', 'p2', 'c3']",8,30.8,0.3,1010,24,Lack of Lubrication,60,"['F1', 'F2', 'F3', 'F4']",11941,0.1,8
C908,Filter,2,Air Filter,"['c3', 'c2']",4,37,0.1,1019,24,Overloading,62,"['F1', 'F3', 'F4']",11093,0.4,3
C909,Clutch,6,,['c1'],8,25.8,0.3,1017,24,Wear and Tear,55,"['F1', 'F4']",7818,0.2,10
C910,Belt,1,150 mm,['c2'],4,31.9,0.3,1011,24,Lack of Lubrication,61,"['F2', 'F4']",6137,0.5,7
C911,Transducer,8,Pressure,['c2'],4,24.6,0.2,1018,24,Wear and Tear,57,['F4'],9424,0.1,9
C912,Charger,7,100 V AC,"['p2', 'c1']",7,29.6,0.5,1015,24,Corrosion,61,"['F2', 'F3', 'F4']",9699,0.6,4
C913,Air Compressor,3,1000 l,"['c3', 'p1']",2,25.1,0.1,1017,24,Overloading,63,"['F1', 'F2', 'F4']",10224,0.3,3
C914,Seal,1,Carbon,"['c1', 'c2', 'c3']",1,31.6,0.3,1019,24,Wear and Tear,57,"['F1', 'F2', 'F3', 'F4']",11680,0.4,9
C915,Air Compressor,10,1000 l,"['c2', 'c3']",5,25.7,0.4,1018,24,Wear and Tear,64,"['F1', 'F3']",11558,0.6,10
C916,Inverter,4,200 V,"['c3', 'c1']",7,39.6,0.3,1013,24,Electrical Faults,63,"['F1', 'F2', 'F3', 'F4']",9525,0.5,3
C917,Filter,3,Air Filter,"['p1', 'c1', 'c3']",8,38.3,0.2,1010,24,Corrosion,65,"['F1', 'F2', 'F3', 'F4']",8912,0.2,10
C918,Clutch,3,,"['c3', 'p2']",2,26.8,0.5,1010,24,Wear and Tear,62,"['F1', 'F2', 'F3', 'F4']",10726,0.8,5
C919,Wheels,3,Cast Iron,['p1'],7,27.2,0.1,1018,24,Overloading,60,['F2'],10681,0.6,8
C920,Panel,10,IP63,"['p1', 'c3']",6,24.7,0.4,1016,24,Corrosion,65,"['F1', 'F4']",10100,0.2,7
C921,Capacitor,10,10000 µF,['p2'],2,31.2,0.4,1012,24,Mechanical Faults,60,['F4'],11110,0.1,2
C922,Gasket,4,Sterlant,"['c3', 'p1']",2,33.5,0.1,1019,24,Lack of Lubrication,62,"['F1', 'F3']",5510,0.9,1
C923,Motor,7,20 kW,"['p3', 'p2']",1,28.8,0.1,1012,24,Electrical Faults,62,"['F1', 'F2', 'F3', 'F4']",11466,0.5,8
C924,Alternator,5,400 KVA,['c1'],1,37.5,0.1,1019,24,Wear and Tear,57,"['F1', 'F2', 'F4']",9926,0.9,9
C925,Doors,5,Iron,"['c2', 'p1']",6,31.7,0.1,1013,24,Overloading,55,"['F1', 'F2', 'F3', 'F4']",6692,0.2,10
C926,Shaft,3,Stainless Steel,"['c1', 'c3']",3,27.5,0.5,1019,24,Corrosion,58,"['F1', 'F2', 'F4']",9016,0.2,6
C927,Lighting,4,LED 5000 luminious flux,['p2'],2,39.8,0.4,1011,24,Electrical Faults,58,['F4'],7384,0.9,1
C928,Switch,6,Toggle,"['p1', 'c1']",3,39.7,0.2,1011,24,Mechanical Faults,61,"['F1', 'F2', 'F4']",8856,0.3,6
C929,Fuse,9,100 A,['c3'],1,33.3,0.3,1015,24,Electrical Faults,61,"['F2', 'F3']",9362,0.5,4
C930,Brake Pad,5,Composite,['c3'],5,32.2,0.1,1013,24,Mechanical Faults,56,"['F1', 'F3', 'F4']",5603,0.1,3
C931,Resistor,5,10 ohms,['c1'],3,31.6,0.5,1013,24,Electrical Faults,55,"['F1', 'F3']",11630,0.6,3
C932,Track,1,Broad Gauge,"['c1', 'p2']",6,38.4,0.1,1017,24,Overloading,66,"['F1', 'F2', 'F3', 'F4']",10324,0.6,2
C933,Sensors,2,Vibration,"['p1', 'p3', 'c3']",7,23.9,0.5,1019,24,Lack of Lubrication,60,"['F1', 'F2', 'F4']",10404,0.8,10
C934,Chain,10,30.2 mm,"['c1', 'p1']",4,37,0.4,1015,24,Wear and Tear,56,"['F1', 'F2', 'F3', 'F4']",7258,0.1,8
C935,Capacitor,9,1000 µF,"['p2', 'p1']",1,38,0.5,1016,24,Wear and Tear,62,"['F1', 'F4']",9176,0.1,7
C936,Resistor,5,10 ohms,"['c2', 'p2']",1,34.9,0.5,1014,24,Lack of Lubrication,58,"['F2', 'F3', 'F4']",8398,0.5,5
C937,Switch,4,,['p2'],8,27.1,0.4,1011,24,Wear and Tear,62,['F1'],5719,0.5,9
C938,Doors,1,Iron,['p2'],7,28,0.4,1015,24,Corrosion,56,['F1'],7737,0.9,4
C939,Heat Exchanger,9,Cooling capacity 5000 BTU,"['c3', 'p1']",3,31.7,0.1,1018,24,Wear and Tear,65,['F4'],11278,0.3,1
C940,Inverter,2,500 V,"['c1', 'p1']",4,39.3,0.4,1018,24,Corrosion,66,"['F1', 'F2', 'F3', 'F4']",11175,0.8,7
C941,Bogie,2,500 tons,"['c3', 'c2']",4,29.7,0.4,1011,24,Mechanical Faults,58,"['F1', 'F2', 'F4']",5817,0.3,2
C942,Wheels,6,Wrought Iron,"['p2', 'p3']",3,25.5,0.3,1015,24,Wear and Tear,64,"['F1', 'F2', 'F3', 'F4']",7740,0.8,10
C943,Coupler,9,Automatic,"['p2', 'p1']",5,34.5,0.1,1014,24,Mechanical Faults,63,"['F1', 'F2', 'F3', 'F4']",10998,0.2,6
C944,Shaft,3,Stainless Steel,['c2'],8,23.6,0.5,1014,24,Fatigue,66,"['F2', 'F4']",9989,0.4,1
C945,Shaft,10,Carbon Steel,"['c1', 'p1', 'c2']",3,31.8,0.4,1011,24,Overloading,61,"['F2', 'F3', 'F4']",10825,0.4,10
C946,Brake Pad,8,Composite,"['p1', 'p3']",5,27.4,0.1,1012,24,Mechanical Faults,61,"['F1', 'F2']",11254,0.4,3
C947,Chain,8,30.2 mm,"['p2', 'c2', 'p3']",1,35.8,0.5,1019,24,Lack of Lubrication,61,"['F2', 'F3', 'F4']",11359,0.1,5
C948,Filter,2,,"['p2', 'p1', 'c3']",7,33.1,0.4,1013,24,Corrosion,55,"['F2', 'F4']",7411,0.7,10
C949,Pantograph,8,Aluminium,"['c3', 'p3']",2,31.3,0.1,1017,24,Mechanical Faults,59,['F1'],9963,0.9,3
C950,Fuse,4,100 A,"['c3', 'p1']",6,24.1,0.3,1013,24,Electrical Faults,60,"['F2', 'F4']",11524,0.9,7
